rank,ensemble_weight,type,cost,duration,config_id,train_loss,seed,start_time,end_time,budget,status,data_preprocessors,feature_preprocessors,balancing_strategy,config_origin
34,0.0,gradient_boosting,0.02631578947368418,1.2274401187896729,345,0.026666666666666616,0,1736230052.258755,1736230053.501915,0.0,StatusType.SUCCESS,[],['select_percentile_classification'],none,Local Search
33,0.0,gradient_boosting,0.02631578947368418,1.3405771255493164,346,0.0,0,1736230056.7422943,1736230058.1014938,0.0,StatusType.SUCCESS,[],['no_preprocessing'],none,Local Search
29,0.0,gradient_boosting,0.02631578947368418,1.2889354228973389,350,0.0,0,1736230071.679575,1736230073.0086756,0.0,StatusType.SUCCESS,[],['no_preprocessing'],weighting,Local Search
172,0.0,gradient_boosting,0.02631578947368418,1.356642246246338,358,0.0,0,1736230093.0454347,1736230094.4207568,0.0,StatusType.SUCCESS,[],['no_preprocessing'],weighting,Local Search
100,0.0,gradient_boosting,0.02631578947368418,1.2010531425476074,359,0.0,0,1736230097.5167623,1736230098.7333863,0.0,StatusType.SUCCESS,[],['no_preprocessing'],none,Random Search (sorted)
166,0.0,gradient_boosting,0.02631578947368418,1.2557005882263184,364,0.0,0,1736230116.2093537,1736230117.4800007,0.0,StatusType.SUCCESS,[],['no_preprocessing'],weighting,Local Search
165,0.0,gradient_boosting,0.02631578947368418,1.1395251750946045,365,0.0,0,1736230120.69305,1736230121.849011,0.0,StatusType.SUCCESS,[],['select_percentile_classification'],none,Local Search
162,0.0,gradient_boosting,0.02631578947368418,1.1211979389190674,369,0.0,0,1736230132.8575115,1736230133.9940145,0.0,StatusType.SUCCESS,[],['select_percentile_classification'],none,Local Search
160,0.0,adaboost,0.02631578947368418,0.9232707023620605,374,0.0,0,1736230142.4313693,1736230143.3673227,0.0,StatusType.SUCCESS,[],['no_preprocessing'],none,Random Search (sorted)
158,0.0,gradient_boosting,0.02631578947368418,1.1974589824676514,376,0.0,0,1736230150.97952,1736230152.192827,0.0,StatusType.SUCCESS,[],['select_percentile_classification'],weighting,Random Search (sorted)
157,0.0,lda,0.02631578947368418,1.0548572540283203,377,0.0,0,1736230152.5662668,1736230153.6341567,0.0,StatusType.SUCCESS,[],['nystroem_sampler'],weighting,Random Search
154,0.0,gradient_boosting,0.02631578947368418,1.208308219909668,381,0.0,0,1736230164.4509792,1736230165.6757116,0.0,StatusType.SUCCESS,[],['no_preprocessing'],weighting,Random Search (sorted)
153,0.0,adaboost,0.02631578947368418,0.9517593383789062,382,0.0,0,1736230168.4574296,1736230169.422625,0.0,StatusType.SUCCESS,[],['select_percentile_classification'],none,Random Search (sorted)
151,0.0,gradient_boosting,0.02631578947368418,1.3053128719329834,384,0.0,0,1736230173.9512873,1736230175.2753327,0.0,StatusType.SUCCESS,[],['no_preprocessing'],none,Local Search
150,0.0,gradient_boosting,0.02631578947368418,1.2108581066131592,385,0.0,0,1736230178.6390462,1736230179.8645904,0.0,StatusType.SUCCESS,[],['no_preprocessing'],weighting,Local Search
196,0.0,gradient_boosting,0.02631578947368418,1.4427804946899414,389,0.0,0,1736230190.0350285,1736230191.4975886,0.0,StatusType.SUCCESS,[],['extra_trees_preproc_for_classification'],weighting,Local Search
195,0.0,gradient_boosting,0.02631578947368418,1.2327086925506592,392,0.0,0,1736230200.9719539,1736230202.220705,0.0,StatusType.SUCCESS,[],['no_preprocessing'],weighting,Local Search
192,0.0,gradient_boosting,0.02631578947368418,1.2598292827606201,396,0.0,0,1736230212.7388833,1736230214.0143862,0.0,StatusType.SUCCESS,[],['no_preprocessing'],weighting,Local Search
191,0.0,gradient_boosting,0.02631578947368418,1.208242416381836,397,0.0,0,1736230217.130038,1736230218.3540628,0.0,StatusType.SUCCESS,[],['no_preprocessing'],weighting,Local Search
188,0.0,gradient_boosting,0.02631578947368418,1.1528692245483398,401,0.0,0,1736230231.7432218,1736230232.9116478,0.0,StatusType.SUCCESS,[],['select_percentile_classification'],weighting,Local Search
186,0.0,gradient_boosting,0.02631578947368418,1.2807562351226807,403,0.0,0,1736230237.4435477,1736230238.7430189,0.0,StatusType.SUCCESS,[],['no_preprocessing'],weighting,Local Search
185,0.0,gradient_boosting,0.02631578947368418,1.165351152420044,404,0.0,0,1736230242.1480396,1736230243.3283842,0.0,StatusType.SUCCESS,[],['select_percentile_classification'],none,Local Search
183,0.0,adaboost,0.02631578947368418,0.9386308193206787,406,0.0,0,1736230247.9791152,1736230248.9309669,0.0,StatusType.SUCCESS,[],['no_preprocessing'],none,Local Search
178,0.0,adaboost,0.02631578947368418,0.9945738315582275,413,0.0,0,1736230260.6169338,1736230261.6257362,0.0,StatusType.SUCCESS,[],['select_percentile_classification'],weighting,Random Search (sorted)
176,0.0,adaboost,0.02631578947368418,0.9118499755859375,417,0.0,0,1736230269.3567545,1736230270.2809036,0.0,StatusType.SUCCESS,[],['no_preprocessing'],none,Random Search (sorted)
146,0.0,gradient_boosting,0.02631578947368418,1.2202959060668945,428,0.0,0,1736230294.2990007,1736230295.5343285,0.0,StatusType.SUCCESS,[],['extra_trees_preproc_for_classification'],weighting,Local Search
119,0.0,gradient_boosting,0.02631578947368418,1.216949701309204,430,0.0,0,1736230299.9316432,1736230301.16438,0.0,StatusType.SUCCESS,[],['extra_trees_preproc_for_classification'],none,Local Search
117,0.0,gradient_boosting,0.02631578947368418,1.3297333717346191,432,0.0,0,1736230308.407487,1736230309.756246,0.0,StatusType.SUCCESS,[],['select_percentile_classification'],none,Local Search
114,0.0,gradient_boosting,0.02631578947368418,1.1821372509002686,435,0.0,0,1736230319.1634269,1736230320.3617737,0.0,StatusType.SUCCESS,[],['select_percentile_classification'],none,Local Search
107,0.0,gradient_boosting,0.02631578947368418,1.1695713996887207,444,0.0,0,1736230341.5592148,1736230342.7452495,0.0,StatusType.SUCCESS,[],['select_percentile_classification'],none,Local Search
106,0.0,gradient_boosting,0.02631578947368418,1.359299898147583,445,0.0,0,1736230345.9714537,1736230347.3497448,0.0,StatusType.SUCCESS,[],['extra_trees_preproc_for_classification'],weighting,Local Search
103,0.0,adaboost,0.02631578947368418,0.997185468673706,449,0.0,0,1736230358.238715,1736230359.2499845,0.0,StatusType.SUCCESS,[],['no_preprocessing'],weighting,Local Search
124,0.0,gradient_boosting,0.02631578947368418,1.2586216926574707,455,0.0,0,1736230381.5476048,1736230382.8214917,0.0,StatusType.SUCCESS,[],['no_preprocessing'],weighting,Random Search (sorted)
145,0.0,adaboost,0.02631578947368418,0.9240710735321045,457,0.0,0,1736230387.4276009,1736230388.365324,0.0,StatusType.SUCCESS,[],['select_percentile_classification'],none,Local Search
144,0.0,gradient_boosting,0.02631578947368418,1.247920274734497,458,0.0,0,1736230391.4424133,1736230392.7061238,0.0,StatusType.SUCCESS,[],['no_preprocessing'],weighting,Local Search
143,0.0,gradient_boosting,0.02631578947368418,1.227241039276123,460,0.0,0,1736230398.1179717,1736230399.3640175,0.0,StatusType.SUCCESS,[],['extra_trees_preproc_for_classification'],none,Local Search
142,0.0,gradient_boosting,0.02631578947368418,1.13189697265625,461,0.0,0,1736230402.3091447,1736230403.457219,0.0,StatusType.SUCCESS,[],['select_percentile_classification'],weighting,Local Search
